Key;Layer Type;Segment;Cost Type;Cost Object;Spend type;Market Segment;Internal Staff;External Staff;SW Depreciation;HW Depreciation;SW Maintenance;HW Maintenance;Leased Lines;Other IT Cost;Other OOE;Total;Currency
4698;Direct;Asset Servicing;0;PSP 5120/P6-02266   OCCT ICSD: requirements IT;Change;Result;41;-30;0;0;0;0;0;0;0;71;EUR
4699;Direct;Asset Servicing;0;PSP 0066/P6-02266   OCCT ICSD: requirements IT;Change;Clearstream;13;0;0;0;0;0;0;0;0;13;EUR
4700;Direct;Asset Servicing;0;PSP 0066/P6-02266   OCCT ICSD: requirements IT;Change;GSF;3;0;0;0;0;0;0;0;0;3;EUR
4701;Direct;Asset Servicing;0;PSP 0066/P6-02266   OCCT ICSD: requirements IT;Change;Result;16;0;0;0;0;0;0;0;0;16;EUR
4702;Direct;Asset Servicing;0;PSP 5120/P9-02266   OCCT ICSD: acceptance IT;Change;Clearstream;0;0;0;0;0;0;0;0;0;0;EUR
4703;Direct;Asset Servicing;0;PSP 5120/P9-02266   OCCT ICSD: acceptance IT;Change;GSF;0;0;0;0;0;0;0;0;0;0;EUR
4704;Direct;Asset Servicing;0;PSP 5120/P9-02266   OCCT ICSD: acceptance IT;Change;Result;0;0;0;0;0;0;0;0;0;0;EUR
4705;Direct;Clearing;0;PSP 0066/N2-02216   C7 R4.2 Acceptance IT THE (DBSS I-D);Change;Eurex;0;-36;0;0;0;0;0;0;0;36;EUR
4706;Direct;Clearing;0;PSP 0066/N2-02216   C7 R4.2 Acceptance IT THE (DBSS I-D);Change;Result;0;-36;0;0;0;0;0;0;0;36;EUR
4707;Direct;Asset Servicing;0;PSP 5120/P6-02267   UBS Onboarding ICSD: requirements IT;Change;Clearstream;200;-27;0;0;0;0;0;0;0;227;EUR
4708;Direct;Asset Servicing;0;PSP 5120/P6-02267   UBS Onboarding ICSD: requirements IT;Change;GSF;22;-3;0;0;0;0;0;0;0;25;EUR
4709;Direct;Asset Servicing;0;PSP 5120/P6-02267   UBS Onboarding ICSD: requirements IT;Change;Result;223;-30;0;0;0;0;0;0;0;252;EUR
4710;Direct;Asset Servicing;0;PSP 0066/P6-02267   UBS Onboarding ICSD: requirements IT;Change;Clearstream;23;0;0;0;0;0;0;0;0;23;EUR
4711;Direct;Asset Servicing;0;PSP 0066/P6-02267   UBS Onboarding ICSD: requirements IT;Change;GSF;3;0;0;0;0;0;0;0;0;3;EUR
4712;Direct;Asset Servicing;0;PSP 0066/P6-02267   UBS Onboarding ICSD: requirements IT;Change;Result;25;0;0;0;0;0;0;0;0;25;EUR
4713;Direct;Asset Servicing;0;PSP 5120/P7-02267   UBS Onboarding ICSD: fine specs IT;Change;Clearstream;-106;0;0;0;0;0;0;0;0;-106;EUR
4714;Direct;Asset Servicing;0;PSP 5120/P7-02267   UBS Onboarding ICSD: fine specs IT;Change;GSF;-12;0;0;0;0;0;0;0;0;-12;EUR
4715;Direct;Asset Servicing;0;PSP 5120/P7-02267   UBS Onboarding ICSD: fine specs IT;Change;Result;-118;0;0;0;0;0;0;0;0;-118;EUR
4716;Direct;Asset Servicing;0;PSP 0066/P7-02267   UBS Onboarding ICSD: fine specs IT;Change;Clearstream;98;0;0;0;0;0;0;0;1;99;EUR
4717;Direct;Asset Servicing;0;PSP 0066/P7-02267   UBS Onboarding ICSD: fine specs IT;Change;GSF;11;0;0;0;0;0;0;0;0;11;EUR
4718;Direct;Asset Servicing;0;PSP 0066/P7-02267   UBS Onboarding ICSD: fine specs IT;Change;Result;109;0;0;0;0;0;0;0;1;110;EUR
4719;Direct;Asset Servicing;0;PSP 5150/P7-02267   UBS Onboarding ICSD: fine specs IT;Change;Clearstream;12;0;0;0;0;0;0;0;0;12;EUR
4720;Direct;Asset Servicing;0;PSP 5150/P7-02267   UBS Onboarding ICSD: fine specs IT;Change;GSF;1;0;0;0;0;0;0;0;0;1;EUR
4721;Direct;Asset Servicing;0;PSP 5150/P7-02267   UBS Onboarding ICSD: fine specs IT;Change;Result;13;0;0;0;0;0;0;0;0;13;EUR
4722;Direct;Asset Servicing;0;PSP 5120/P8-02267   UBS Onboarding ICSD: build & test IT;Change;Clearstream;-317;65;0;0;0;0;0;0;0;-382;EUR
4723;Direct;Asset Servicing;0;PSP 5120/P8-02267   UBS Onboarding ICSD: build & test IT;Change;GSF;-35;7;0;0;0;0;0;0;0;-42;EUR
4724;Direct;Asset Servicing;0;PSP 5120/P8-02267   UBS Onboarding ICSD: build & test IT;Change;Result;-352;72;0;0;0;0;0;0;0;-424;EUR
4725;Direct;Asset Servicing;0;PSP 0066/P8-02267   UBS Onboarding ICSD: build & test IT;Change;Clearstream;311;-49;0;0;0;0;0;0;0;360;EUR
4726;Direct;Asset Servicing;0;PSP 0066/P8-02267   UBS Onboarding ICSD: build & test IT;Change;GSF;35;-5;0;0;0;0;0;0;0;40;EUR
4727;Direct;Asset Servicing;0;PSP 0066/P8-02267   UBS Onboarding ICSD: build & test IT;Change;Result;346;-54;0;0;0;0;0;0;0;400;EUR
4728;Direct;Asset Servicing;0;PSP 5150/P8-02267   UBS Onboarding ICSD: build & test IT;Change;Clearstream;19;-19;0;0;0;0;0;0;0;38;EUR
4729;Direct;Asset Servicing;0;PSP 5150/P8-02267   UBS Onboarding ICSD: build & test IT;Change;GSF;2;-2;0;0;0;0;0;0;0;4;EUR
4730;Direct;Asset Servicing;0;PSP 5150/P8-02267   UBS Onboarding ICSD: build & test IT;Change;Result;21;-21;0;0;0;0;0;0;0;42;EUR
4731;Direct;Asset Servicing;0;PSP 5120/P9-02267   UBS Onboarding ICSD: acceptance IT;Change;Clearstream;212;-116;0;0;0;0;0;0;2;330;EUR
4732;Direct;Asset Servicing;0;PSP 5120/P9-02267   UBS Onboarding ICSD: acceptance IT;Change;GSF;24;-13;0;0;0;0;0;0;0;37;EUR
4733;Direct;Asset Servicing;0;PSP 5120/P9-02267   UBS Onboarding ICSD: acceptance IT;Change;Result;235;-129;0;0;0;0;0;0;2;366;EUR
4734;Direct;Asset Servicing;0;PSP 0066/P9-02267   UBS Onboarding ICSD: acceptance IT;Change;Clearstream;37;0;0;0;0;0;0;0;0;37;EUR
4735;Direct;Asset Servicing;0;PSP 0066/P9-02267   UBS Onboarding ICSD: acceptance IT;Change;GSF;4;0;0;0;0;0;0;0;0;4;EUR
4736;Direct;Asset Servicing;0;PSP 0066/P9-02267   UBS Onboarding ICSD: acceptance IT;Change;Result;41;0;0;0;0;0;0;0;0;41;EUR
4737;Direct;Asset Servicing;0;PSP 5120/Q1-02267   UBS Onboarding ICSD: roll-out IT;Change;Clearstream;44;0;0;0;0;0;0;0;0;44;EUR
4738;Direct;Asset Servicing;0;PSP 5120/Q1-02267   UBS Onboarding ICSD: roll-out IT;Change;GSF;5;0;0;0;0;0;0;0;0;5;EUR
4739;Direct;Asset Servicing;0;PSP 5120/Q1-02267   UBS Onboarding ICSD: roll-out IT;Change;Result;48;0;0;0;0;0;0;0;0;49;EUR
4740;Direct;Asset Servicing;0;PSP 0066/Q1-02267   UBS Onboarding ICSD: roll-out IT;Change;Clearstream;1;0;0;0;0;0;0;0;0;1;EUR
4741;Direct;Asset Servicing;0;PSP 0066/Q1-02267   UBS Onboarding ICSD: roll-out IT;Change;GSF;0;0;0;0;0;0;0;0;0;0;EUR
4742;Direct;Asset Servicing;0;PSP 0066/Q1-02267   UBS Onboarding ICSD: roll-out IT;Change;Result;1;0;0;0;0;0;0;0;0;1;EUR
4743;Direct;Asset Servicing;0;PSP 5150/Q1-02267   UBS Onboarding ICSD: roll-out IT;Change;Clearstream;1;0;0;0;0;0;0;0;0;1;EUR
4744;Direct;Asset Servicing;0;PSP 5150/Q1-02267   UBS Onboarding ICSD: roll-out IT;Change;GSF;0;0;0;0;0;0;0;0;0;0;EUR
4745;Direct;Asset Servicing;0;PSP 5150/Q1-02267   UBS Onboarding ICSD: roll-out IT;Change;Result;2;0;0;0;0;0;0;0;0;2;EUR
4746;Direct;Asset Servicing;0;PSP 5120/P6-02268   Xact 2.0: requirements IT;Change;Clearstream;34;-18;0;0;0;0;0;0;0;52;EUR
4747;Direct;Asset Servicing;0;PSP 5120/P6-02268   Xact 2.0: requirements IT;Change;GSF;4;-2;0;0;0;0;0;0;0;6;EUR
4748;Direct;Asset Servicing;0;PSP 5120/P6-02268   Xact 2.0: requirements IT;Change;Result;38;-20;0;0;0;0;0;0;0;58;EUR
4749;Direct;Asset Servicing;0;PSP 0066/P6-02268   Xact 2.0: requirements IT;Change;Clearstream;1;0;0;0;0;0;0;0;0;1;EUR
4750;Direct;Asset Servicing;0;PSP 0066/P6-02268   Xact 2.0: requirements IT;Change;GSF;0;0;0;0;0;0;0;0;0;0;EUR
4751;Direct;Asset Servicing;0;PSP 0066/P6-02268   Xact 2.0: requirements IT;Change;Result;1;0;0;0;0;0;0;0;0;1;EUR
4752;Direct;Asset Servicing;0;PSP 5120/P8-02268   Xact 2.0: build & test IT;Change;Clearstream;-157;0;0;0;0;0;0;0;0;-157;EUR
4753;Direct;Asset Servicing;0;PSP 5120/P8-02268   Xact 2.0: build & test IT;Change;GSF;-17;0;0;0;0;0;0;0;0;-17;EUR
4754;Direct;Asset Servicing;0;PSP 5120/P8-02268   Xact 2.0: build & test IT;Change;Result;-174;0;0;0;0;0;0;0;0;-174;EUR
4755;Direct;Asset Servicing;0;PSP 0066/P8-02268   Xact 2.0: build & test IT;Change;Clearstream;164;0;0;0;0;0;0;0;0;164;EUR
4756;Direct;Asset Servicing;0;PSP 0066/P8-02268   Xact 2.0: build & test IT;Change;GSF;18;0;0;0;0;0;0;0;0;18;EUR
4757;Direct;Asset Servicing;0;PSP 0066/P8-02268   Xact 2.0: build & test IT;Change;Result;182;0;0;0;0;0;0;0;0;182;EUR
4758;Direct;Asset Servicing;0;PSP 5120/P9-02268   Xact 2.0: acceptance IT;Change;Clearstream;47;0;0;0;0;0;0;0;0;47;EUR
4759;Direct;Asset Servicing;0;PSP 5120/P9-02268   Xact 2.0: acceptance IT;Change;GSF;5;0;0;0;0;0;0;0;0;5;EUR
4760;Direct;Asset Servicing;0;PSP 5120/P9-02268   Xact 2.0: acceptance IT;Change;Result;53;0;0;0;0;0;0;0;0;53;EUR
4761;Direct;Asset Servicing;0;PSP 5120/Q1-02268   Xact 2.0: roll-out IT;Change;Clearstream;58;-2;0;0;0;0;0;0;0;60;EUR
4762;Direct;Asset Servicing;0;PSP 5120/Q1-02268   Xact 2.0: roll-out IT;Change;GSF;6;0;0;0;0;0;0;0;0;7;EUR
4763;Direct;Asset Servicing;0;PSP 5120/Q1-02268   Xact 2.0: roll-out IT;Change;Result;65;-2;0;0;0;0;0;0;0;66;EUR
4764;Direct;Asset Servicing;0;PSP 0066/Q1-02268   Xact 2.0: roll-out IT;Change;Clearstream;2;0;0;0;0;0;0;0;0;2;EUR
4765;Direct;Asset Servicing;0;PSP 0066/Q1-02268   Xact 2.0: roll-out IT;Change;GSF;0;0;0;0;0;0;0;0;0;0;EUR
4766;Direct;Asset Servicing;0;PSP 0066/Q1-02268   Xact 2.0: roll-out IT;Change;Result;2;0;0;0;0;0;0;0;0;2;EUR
4767;Direct;Asset Servicing;0;PSP 5120/P8-02269   Xact 2.1: build & test IT;Change;Clearstream;64;-41;0;0;0;0;0;0;0;105;EUR
4768;Direct;Asset Servicing;0;PSP 5120/P8-02269   Xact 2.1: build & test IT;Change;GSF;7;-5;0;0;0;0;0;0;0;12;EUR
4769;Direct;Asset Servicing;0;PSP 5120/P8-02269   Xact 2.1: build & test IT;Change;Result;71;-45;0;0;0;0;0;0;0;116;EUR
4770;Shared Layer;Overhead;Other;PSP 5150/P3-00754   LA ledger;Run;Cash;0;-4;0;0;0;0;0;0;0;4;EUR
4771;Shared Layer;Overhead;Other;PSP 5150/P3-00754   LA ledger;Run;Clearstream;0;-13;0;0;0;0;0;0;0;13;EUR
4772;Shared Layer;Overhead;Other;PSP 5150/P3-00754   LA ledger;Run;Commodities;0;-5;0;0;0;0;0;0;0;5;EUR
4773;Shared Layer;Overhead;Other;PSP 5150/P3-00754   LA ledger;Run;Data;0;-3;0;0;0;0;0;0;0;3;EUR
4774;Shared Layer;Overhead;Other;PSP 5150/P3-00754   LA ledger;Run;Eurex;0;-16;0;0;0;0;0;0;0;16;EUR
4775;Shared Layer;Overhead;Other;PSP 5150/P3-00754   LA ledger;Run;Foreign Exchange;0;-2;0;0;0;0;0;0;0;2;EUR
4776;Shared Layer;Overhead;Other;PSP 5150/P3-00754   LA ledger;Run;GSF;0;-2;0;0;0;0;0;0;0;2;EUR
4777;Shared Layer;Overhead;Other;PSP 5150/P3-00754   LA ledger;Run;IFS;0;-3;0;0;0;0;0;0;0;3;EUR
4778;Shared Layer;Overhead;Other;PSP 5150/P3-00754   LA ledger;Run;Index;0;-3;0;0;0;0;0;0;0;3;EUR
4779;Shared Layer;Overhead;Other;PSP 5150/P3-00754   LA ledger;Run;Result;0;-50;0;0;0;0;0;0;0;50;EUR
4780;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;PSP 5280/A2-02206   CS SAP Ops EHP Upgrade ERP / CRM;Run;Cash;0;0;0;0;0;0;0;0;0;0;EUR
4781;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;PSP 5280/A2-02206   CS SAP Ops EHP Upgrade ERP / CRM;Run;Clearstream;0;0;0;0;0;0;0;0;0;0;EUR
4782;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;PSP 5280/A2-02206   CS SAP Ops EHP Upgrade ERP / CRM;Run;Data;0;0;0;0;0;0;0;0;0;0;EUR
4783;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;PSP 5280/A2-02206   CS SAP Ops EHP Upgrade ERP / CRM;Run;Eurex;1;0;0;0;0;0;0;0;0;1;EUR
4784;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;PSP 5280/A2-02206   CS SAP Ops EHP Upgrade ERP / CRM;Run;GSF;0;0;0;0;0;0;0;0;0;0;EUR
4785;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;PSP 5280/A2-02206   CS SAP Ops EHP Upgrade ERP / CRM;Run;IFS;0;0;0;0;0;0;0;0;0;0;EUR
4786;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;PSP 5280/A2-02206   CS SAP Ops EHP Upgrade ERP / CRM;Run;Index;0;0;0;0;0;0;0;0;0;0;EUR
4787;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;PSP 5280/A2-02206   CS SAP Ops EHP Upgrade ERP / CRM;Run;Result;2;0;0;0;0;0;0;0;0;2;EUR
4788;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/S6-02259   SAP Mistrades (DBAG I-D);Change;Eurex;5;0;0;0;0;0;0;0;0;5;EUR
4789;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/S6-02259   SAP Mistrades (DBAG I-D);Change;Result;5;0;0;0;0;0;0;0;0;5;EUR
4790;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5140/S6-02259   SAP Mistrades (CI I-D);Change;Eurex;0;-38;0;0;0;0;0;0;0;38;EUR
4791;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5140/S6-02259   SAP Mistrades (CI I-D);Change;Result;0;-38;0;0;0;0;0;0;0;38;EUR
4792;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/S6-02259   SAP Mistrades (CGSS I-D);Change;Eurex;1;0;0;0;0;0;0;0;0;1;EUR
4793;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/S6-02259   SAP Mistrades (CGSS I-D);Change;Result;1;0;0;0;0;0;0;0;0;1;EUR
4794;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/D1-02200   SAP Cloud Travel;Change;Cash;1;0;0;0;0;0;0;0;0;1;EUR
4795;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/D1-02200   SAP Cloud Travel;Change;Clearstream;2;0;0;0;0;0;0;0;0;2;EUR
4796;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/D1-02200   SAP Cloud Travel;Change;Commodities;0;0;0;0;0;0;0;0;0;0;EUR
4797;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/D1-02200   SAP Cloud Travel;Change;Data;0;0;0;0;0;0;0;0;0;0;EUR
4798;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/D1-02200   SAP Cloud Travel;Change;Eurex;1;0;0;0;0;0;0;0;0;1;EUR
4799;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/D1-02200   SAP Cloud Travel;Change;Foreign Exchange;0;0;0;0;0;0;0;0;0;0;EUR
4800;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/D1-02200   SAP Cloud Travel;Change;GSF;0;0;0;0;0;0;0;0;0;0;EUR
4801;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/D1-02200   SAP Cloud Travel;Change;IFS;1;0;0;0;0;0;0;0;0;1;EUR
4802;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/D1-02200   SAP Cloud Travel;Change;Index;0;0;0;0;0;0;0;0;0;0;EUR
4803;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/D1-02200   SAP Cloud Travel;Change;Result;6;0;0;0;0;0;0;0;0;6;EUR
4804;Direct;Clearing;0;PSP 0001/M7-02216   C7 R4.2 Service Implementation DBAG, I-D;Change;Eurex;83;0;0;0;0;0;0;0;0;83;EUR
4805;Direct;Clearing;0;PSP 0001/M7-02216   C7 R4.2 Service Implementation DBAG, I-D;Change;Result;83;0;0;0;0;0;0;0;0;83;EUR
4806;Direct;Clearing;0;PSP 0072/Q2-02216   C7 R4.2 Acceptance IT EEX (ECAG I-D);Change;Eurex;0;-59;0;0;0;0;0;0;0;59;EUR
4807;Direct;Clearing;0;PSP 0072/Q2-02216   C7 R4.2 Acceptance IT EEX (ECAG I-D);Change;Result;0;-59;0;0;0;0;0;0;0;59;EUR
4808;Direct;Derivatives;0;PSP 0001/L2-02225   Eurex T7 R 7 LDS/BCOE Specification;Change;Eurex;-11;17;0;0;0;0;0;0;0;-28;EUR
4809;Direct;Derivatives;0;PSP 0001/L2-02225   Eurex T7 R 7 LDS/BCOE Specification;Change;Result;-11;17;0;0;0;0;0;0;0;-28;EUR
4810;Direct;Derivatives;0;PSP 0066/L2-02225   Eurex T7 R 7 LDS/BCOE Specification;Change;Eurex;0;-18;0;0;0;0;0;0;0;18;EUR
4811;Direct;Derivatives;0;PSP 0066/L2-02225   Eurex T7 R 7 LDS/BCOE Specification;Change;Result;0;-18;0;0;0;0;0;0;0;18;EUR
4812;Direct;Derivatives;0;PSP 0071/L2-02225   Eurex T7 R 7 LDS/BCOE Specification;Change;Eurex;11;0;0;0;0;0;0;0;0;11;EUR
4813;Direct;Derivatives;0;PSP 0071/L2-02225   Eurex T7 R 7 LDS/BCOE Specification;Change;Result;11;0;0;0;0;0;0;0;0;11;EUR
4814;Direct;Derivatives;0;PSP 0001/L3-02225   Eurex T7 R 7 LDS/BCOE Implementation;Change;Eurex;-17;70;0;0;11;0;0;0;0;-75;EUR
4815;Direct;Derivatives;0;PSP 0001/L3-02225   Eurex T7 R 7 LDS/BCOE Implementation;Change;Result;-17;70;0;0;11;0;0;0;0;-75;EUR
4816;Direct;Derivatives;0;PSP 0066/L3-02225   Eurex T7 R 7 LDS/BCOE Implementation;Change;Eurex;17;-74;0;0;0;0;0;0;0;91;EUR
4817;Direct;Derivatives;0;PSP 0066/L3-02225   Eurex T7 R 7 LDS/BCOE Implementation;Change;Result;17;-74;0;0;0;0;0;0;0;91;EUR
4818;Direct;Derivatives;0;PSP 0001/L4-02225   Eurex T7 R 7 LDS/BCOE System test;Change;Eurex;-34;31;0;0;0;0;0;0;0;-65;EUR
4819;Direct;Derivatives;0;PSP 0001/L4-02225   Eurex T7 R 7 LDS/BCOE System test;Change;Result;-34;31;0;0;0;0;0;0;0;-65;EUR
4820;Direct;Derivatives;0;PSP 0066/L4-02225   Eurex T7 R 7 LDS/BCOE System test;Change;Eurex;35;-33;0;0;0;0;0;0;0;68;EUR
4821;Direct;Derivatives;0;PSP 0066/L4-02225   Eurex T7 R 7 LDS/BCOE System test;Change;Result;35;-33;0;0;0;0;0;0;0;68;EUR
4822;Direct;Derivatives;0;PSP 0001/L7-02225   Eurex T7 R 7 LDS/BCOE Acceptance;Change;Eurex;83;0;0;0;0;0;0;0;0;83;EUR
4823;Direct;Derivatives;0;PSP 0001/L7-02225   Eurex T7 R 7 LDS/BCOE Acceptance;Change;Result;83;0;0;0;0;0;0;0;0;83;EUR
4824;Direct;Derivatives;0;PSP 0071/L7-02225   Eurex T7 R 7 LDS/BCOE Acceptance;Change;Eurex;4;0;0;0;0;0;0;0;0;4;EUR
4825;Direct;Derivatives;0;PSP 0071/L7-02225   Eurex T7 R 7 LDS/BCOE Acceptance;Change;Result;4;0;0;0;0;0;0;0;0;4;EUR
4826;Direct;Derivatives;0;PSP 0001/L8-02225   Eurex T7 R 7 LDS/BCOE Service Impl.;Change;Eurex;71;0;0;0;0;0;0;0;0;71;EUR
4827;Direct;Derivatives;0;PSP 0001/L8-02225   Eurex T7 R 7 LDS/BCOE Service Impl.;Change;Result;71;0;0;0;0;0;0;0;0;71;EUR
4828;Direct;Derivatives;0;PSP 0071/L8-02225   Eurex T7 R 7 LDS/BCOE Service Impl.;Change;Eurex;13;0;0;0;0;0;0;0;0;13;EUR
4829;Direct;Derivatives;0;PSP 0071/L8-02225   Eurex T7 R 7 LDS/BCOE Service Impl.;Change;Result;13;0;0;0;0;0;0;0;0;13;EUR
4830;Direct;Derivatives;0;PSP 0001/L9-02225   Eurex T7 R 7 LDS/BCOE PMT;Change;Eurex;141;0;0;0;0;0;0;0;0;141;EUR
4831;Direct;Derivatives;0;PSP 0001/L9-02225   Eurex T7 R 7 LDS/BCOE PMT;Change;Result;141;0;0;0;0;0;0;0;0;141;EUR
4832;Direct;Derivatives;0;PSP 0071/L9-02225   Eurex T7 R 7 LDS/BCOE PMT;Change;Eurex;108;0;0;0;0;0;0;0;0;108;EUR
4833;Direct;Derivatives;0;PSP 0071/L9-02225   Eurex T7 R 7 LDS/BCOE PMT;Change;Result;108;0;0;0;0;0;0;0;0;108;EUR
4834;Direct;Asset Servicing;0;PSP 0001/P0-01369   Production All Systems;Run;Clearstream;64;0;0;0;0;0;0;0;0;64;EUR
4835;Direct;Asset Servicing;0;PSP 0001/P0-01369   Production All Systems;Run;GSF;26;0;0;0;0;0;0;0;0;26;EUR
4836;Direct;Asset Servicing;0;PSP 0001/P0-01369   Production All Systems;Run;IFS;15;0;0;0;0;0;0;0;0;15;EUR
4837;Direct;Asset Servicing;0;PSP 0001/P0-01369   Production All Systems;Run;Result;105;0;0;0;0;0;0;0;0;105;EUR
4838;Direct;Clearing;0;PSP 0001/B3-02272   SecLend P6 IT Build & Test;Change;Eurex;-190;0;0;0;0;0;0;0;0;-190;EUR
4839;Direct;Clearing;0;PSP 0001/B3-02272   SecLend P6 IT Build & Test;Change;Result;-190;0;0;0;0;0;0;0;0;-190;EUR
4840;Direct;Clearing;0;PSP 0072/P2-02231   OTC IRS Management (PM / PMO);Change;Eurex;78;0;0;0;0;0;0;0;0;79;EUR
4841;Direct;Clearing;0;PSP 0072/P2-02231   OTC IRS Management (PM / PMO);Change;Result;78;0;0;0;0;0;0;0;0;79;EUR
4842;Direct;Clearing;0;PSP 0001/T1-02231   OTC IRS B+T cap.;Change;Eurex;9;0;0;0;0;0;0;0;0;9;EUR
4843;Direct;Clearing;0;PSP 0001/T1-02231   OTC IRS B+T cap.;Change;Result;9;0;0;0;0;0;0;0;0;9;EUR
4844;Direct;Clearing;0;PSP 0072/T1-02231   OTC IRS B+T cap.;Change;Eurex;-9;0;0;0;42;0;0;-34;0;0;EUR
4845;Direct;Clearing;0;PSP 0072/T1-02231   OTC IRS B+T cap.;Change;Result;-9;0;0;0;42;0;0;-34;0;0;EUR
4846;Direct;Clearing;0;PSP 0072/S1-02272   SecLend P6 IT Specs;Change;Eurex;190;0;0;0;0;0;0;0;0;190;EUR
4847;Direct;Clearing;0;PSP 0072/S1-02272   SecLend P6 IT Specs;Change;Result;190;0;0;0;0;0;0;0;0;190;EUR
4848;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 0001/S8-02272   SecLend P6 SAP;Change;Eurex;9;0;0;0;0;0;0;0;0;9;EUR
4849;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 0001/S8-02272   SecLend P6 SAP;Change;Result;9;0;0;0;0;0;0;0;0;9;EUR
4850;Direct;Clearing;0;PSP 0072/P2-02271   OTC IRS Management (PM / PMO);Change;Eurex;122;0;0;0;0;0;0;0;0;122;EUR
4851;Direct;Clearing;0;PSP 0072/P2-02271   OTC IRS Management (PM / PMO);Change;Result;122;0;0;0;0;0;0;0;0;122;EUR
4852;Direct;Clearing;0;PSP 0001/T1-02271   OTC IRS B+T cap.;Change;Eurex;9;0;0;0;0;0;0;0;0;9;EUR
4853;Direct;Clearing;0;PSP 0001/T1-02271   OTC IRS B+T cap.;Change;Result;9;0;0;0;0;0;0;0;0;9;EUR
4854;Direct;Clearing;0;PSP 0072/T1-02271   OTC IRS B+T cap.;Change;Eurex;-9;0;0;0;0;0;0;0;0;-9;EUR
4855;Direct;Clearing;0;PSP 0072/T1-02271   OTC IRS B+T cap.;Change;Result;-9;0;0;0;0;0;0;0;0;-9;EUR
4856;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 5140/S8-02272   SecLend P6 SAP;Change;Eurex;0;-27;0;0;0;0;0;0;0;27;EUR
4857;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 5140/S8-02272   SecLend P6 SAP;Change;Result;0;-27;0;0;0;0;0;0;0;27;EUR
4858;Shared Layer;Shared Infr.;Other Infr.;PSP 0001/Y8-02272   SecLend P6 CCP6   / Infrastructure IT CA;Change;Eurex;0;0;0;0;0;0;0;-18;0;-18;EUR
4859;Shared Layer;Shared Infr.;Other Infr.;PSP 0001/Y8-02272   SecLend P6 CCP6   / Infrastructure IT CA;Change;Result;0;0;0;0;0;0;0;-18;0;-18;EUR
4860;Direct;Cash;0;PSP 0066/I9-02136   Xetra T7 R. 7.0 PMT;Change;Cash;12;0;0;0;0;0;0;0;0;12;EUR
4861;Direct;Cash;0;PSP 0066/I9-02136   Xetra T7 R. 7.0 PMT;Change;Result;12;0;0;0;0;0;0;0;0;12;EUR
4862;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;PSP 0001/P2-02136   Xetra T7 Cash WSS PEX;Change;Cash;13;0;0;0;0;0;0;0;0;13;EUR
4863;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;PSP 0001/P2-02136   Xetra T7 Cash WSS PEX;Change;Result;13;0;0;0;0;0;0;0;0;13;EUR
4864;Direct;Cash;0;PSP 0066/C0-00749   Cloud & Second Level Support PEX;Run;Cash;0;-1;0;0;0;0;0;0;0;1;EUR
4865;Direct;Cash;0;PSP 0066/C0-00749   Cloud & Second Level Support PEX;Run;Result;0;-1;0;0;0;0;0;0;0;1;EUR
