Key;Layer Type;Segment;Cost Type;Cost Object;Spend type;Market Segment;Internal Staff;External Staff;SW Depreciation;HW Depreciation;SW Maintenance;HW Maintenance;Leased Lines;Other IT Cost;Other OOE;Total;Currency
201;Shared Layer;Shared Infr.;Other Infr.;KST 6434            Infrastructure Sup.;Run;Data;82;-16;9;26;0;0;0;5;32;170;EUR
202;Shared Layer;Shared Infr.;Other Infr.;KST 6434            Infrastructure Sup.;Run;Eurex;361;-73;40;116;0;0;0;23;141;754;EUR
203;Shared Layer;Shared Infr.;Other Infr.;KST 6434            Infrastructure Sup.;Run;GSF;4;-1;0;1;0;0;0;0;1;7;EUR
204;Shared Layer;Shared Infr.;Other Infr.;KST 6434            Infrastructure Sup.;Run;IFS;6;-1;1;2;0;0;0;0;2;13;EUR
205;Shared Layer;Shared Infr.;Other Infr.;KST 6434            Infrastructure Sup.;Run;Index;11;-2;1;4;0;0;0;1;4;23;EUR
206;Shared Layer;Shared Infr.;Other Infr.;KST 6434            Infrastructure Sup.;Run;Result;703;-142;78;225;0;0;0;45;274;1,467;EUR
207;Direct;Derivatives;0;KST 6451            Configuration Mgt;Run;Cash;0;0;0;0;0;0;0;0;0;1;EUR
208;Direct;Derivatives;0;KST 6451            Configuration Mgt;Run;Clearstream;0;0;1;1;0;0;0;0;0;2;EUR
209;Direct;Derivatives;0;KST 6451            Configuration Mgt;Run;Data;0;0;0;0;0;0;0;0;0;1;EUR
210;Direct;Derivatives;0;KST 6451            Configuration Mgt;Run;Eurex;0;0;2;1;0;0;0;0;0;3;EUR
211;Direct;Derivatives;0;KST 6451            Configuration Mgt;Run;GSF;0;0;0;0;0;0;0;0;0;0;EUR
212;Direct;Derivatives;0;KST 6451            Configuration Mgt;Run;IFS;0;0;0;0;0;0;0;0;0;1;EUR
213;Direct;Derivatives;0;KST 6451            Configuration Mgt;Run;Index;0;0;0;0;0;0;0;0;0;0;EUR
214;Direct;Derivatives;0;KST 6451            Configuration Mgt;Run;Result;0;0;5;2;0;0;0;0;1;8;EUR
215;Shared Layer;Shared Infr.;Network;KST 6522            Customer Tech Supp.;Run;Cash;3;0;7;21;0;0;0;0;10;41;EUR
216;Shared Layer;Shared Infr.;Network;KST 6522            Customer Tech Supp.;Run;Commodities;0;0;0;1;0;0;0;0;0;1;EUR
217;Shared Layer;Shared Infr.;Network;KST 6522            Customer Tech Supp.;Run;Eurex;5;0;11;32;0;0;0;0;16;64;EUR
218;Shared Layer;Shared Infr.;Network;KST 6522            Customer Tech Supp.;Run;Result;9;0;18;53;0;0;0;0;26;106;EUR
219;Shared Layer;Overhead;CIO/Exec. Office;KST 6531            Server Operations;Run;Cash;1;0;0;1;0;0;0;0;2;4;EUR
220;Shared Layer;Overhead;CIO/Exec. Office;KST 6531            Server Operations;Run;Clearstream;2;0;0;1;0;0;0;0;3;5;EUR
221;Shared Layer;Overhead;CIO/Exec. Office;KST 6531            Server Operations;Run;Data;1;0;0;1;0;0;0;0;2;3;EUR
222;Shared Layer;Overhead;CIO/Exec. Office;KST 6531            Server Operations;Run;Eurex;5;0;0;3;0;0;0;0;9;18;EUR
223;Shared Layer;Overhead;CIO/Exec. Office;KST 6531            Server Operations;Run;GSF;0;0;0;0;0;0;0;0;0;0;EUR
224;Shared Layer;Overhead;CIO/Exec. Office;KST 6531            Server Operations;Run;IFS;0;0;0;0;0;0;0;0;0;1;EUR
225;Shared Layer;Overhead;CIO/Exec. Office;KST 6531            Server Operations;Run;Index;1;0;0;0;0;0;0;0;1;2;EUR
226;Shared Layer;Overhead;CIO/Exec. Office;KST 6531            Server Operations;Run;Result;10;0;0;6;0;0;0;0;18;34;EUR
227;Shared Layer;Security;CISO;KST 6612            Gr. Inform. Security;Run;Cash;208;-1;0;0;3;0;0;0;5;218;EUR
228;Shared Layer;Security;CISO;KST 6612            Gr. Inform. Security;Run;Clearstream;704;-3;0;0;11;1;0;0;18;737;EUR
229;Shared Layer;Security;CISO;KST 6612            Gr. Inform. Security;Run;Commodities;48;0;0;0;1;0;0;0;1;51;EUR
230;Shared Layer;Security;CISO;KST 6612            Gr. Inform. Security;Run;Data;135;-1;0;0;2;0;0;0;3;142;EUR
231;Shared Layer;Security;CISO;KST 6612            Gr. Inform. Security;Run;Eurex;694;-3;0;0;11;1;0;0;18;727;EUR
232;Shared Layer;Security;CISO;KST 6612            Gr. Inform. Security;Run;Foreign Exchange;2;0;0;0;0;0;0;0;0;3;EUR
233;Shared Layer;Security;CISO;KST 6612            Gr. Inform. Security;Run;GSF;104;0;0;0;2;0;0;0;3;109;EUR
234;Shared Layer;Security;CISO;KST 6612            Gr. Inform. Security;Run;IFS;464;-2;0;0;7;1;0;0;12;486;EUR
235;Shared Layer;Security;CISO;KST 6612            Gr. Inform. Security;Run;Index;58;0;0;0;1;0;0;0;1;61;EUR
236;Shared Layer;Security;CISO;KST 6612            Gr. Inform. Security;Run;Result;2,418;-10;0;1;38;3;0;0;61;2,532;EUR
237;Direct;Derivatives;0;KST 6722            D&C Trading Inf&Ops;Run;Cash;198;0;0;0;0;0;0;0;6;205;EUR
238;Direct;Derivatives;0;KST 6722            D&C Trading Inf&Ops;Run;Eurex;463;0;0;0;0;0;0;0;14;478;EUR
239;Direct;Derivatives;0;KST 6722            D&C Trading Inf&Ops;Run;Result;662;0;0;0;0;0;0;0;20;682;EUR
240;Shared Layer;Overhead;CIO/Exec. Office;KST 6777            Central IT;Run;Cash;2;0;0;0;0;0;0;0;0;2;EUR
241;Shared Layer;Overhead;CIO/Exec. Office;KST 6777            Central IT;Run;Clearstream;4;0;0;0;0;0;0;0;0;4;EUR
242;Shared Layer;Overhead;CIO/Exec. Office;KST 6777            Central IT;Run;Data;1;0;0;0;0;0;0;0;0;1;EUR
243;Shared Layer;Overhead;CIO/Exec. Office;KST 6777            Central IT;Run;Eurex;6;0;0;0;0;0;0;0;0;6;EUR
244;Shared Layer;Overhead;CIO/Exec. Office;KST 6777            Central IT;Run;GSF;1;0;0;0;0;0;0;0;0;1;EUR
245;Shared Layer;Overhead;CIO/Exec. Office;KST 6777            Central IT;Run;IFS;1;0;0;0;0;0;0;0;0;1;EUR
246;Shared Layer;Overhead;CIO/Exec. Office;KST 6777            Central IT;Run;Index;1;0;0;0;0;0;0;0;0;1;EUR
247;Shared Layer;Overhead;CIO/Exec. Office;KST 6777            Central IT;Run;Result;16;0;0;0;0;0;0;0;0;16;EUR
248;Shared Layer;Overhead;CIO/Exec. Office;KST 7000            Systems Inc. Mgt USA;Run;Cash;171;-24;0;2;0;0;0;1;62;260;EUR
249;Shared Layer;Overhead;CIO/Exec. Office;KST 7000            Systems Inc. Mgt USA;Run;Clearstream;52;-7;0;1;0;0;0;0;19;79;EUR
250;Shared Layer;Overhead;CIO/Exec. Office;KST 7000            Systems Inc. Mgt USA;Run;Eurex;354;-50;0;4;0;0;0;2;128;538;EUR
251;Shared Layer;Overhead;CIO/Exec. Office;KST 7000            Systems Inc. Mgt USA;Run;Result;578;-81;0;7;0;0;0;3;208;877;EUR
252;Shared Layer;Shared Infr.;Digital Workplace;KST 7004            DBS Inc Marketing;Run;Index;66;0;0;0;0;0;0;0;0;66;EUR
253;Shared Layer;Shared Infr.;Digital Workplace;KST 7004            DBS Inc Marketing;Run;Result;66;0;0;0;0;0;0;0;0;66;EUR
254;Direct;Derivatives;0;KST 7005            XEOPS  Chicago;Run;Eurex;7;0;0;0;0;0;0;0;0;7;EUR
255;Direct;Derivatives;0;KST 7005            XEOPS  Chicago;Run;Result;7;0;0;0;0;0;0;0;0;7;EUR
256;Shared Layer;Shared Infr.;Network;KST 7010            Networks Chicago;Run;Cash;-51;-1;0;0;0;0;0;0;20;-29;EUR
257;Shared Layer;Shared Infr.;Network;KST 7010            Networks Chicago;Run;Clearstream;-3;0;0;0;0;0;0;0;1;-1;EUR
258;Shared Layer;Shared Infr.;Network;KST 7010            Networks Chicago;Run;Data;-9;0;0;0;0;0;0;0;4;-5;EUR
259;Shared Layer;Shared Infr.;Network;KST 7010            Networks Chicago;Run;Eurex;-62;-2;0;0;0;0;0;0;25;-35;EUR
260;Shared Layer;Shared Infr.;Network;KST 7010            Networks Chicago;Run;GSF;-1;0;0;0;0;0;0;0;1;-1;EUR
261;Shared Layer;Shared Infr.;Network;KST 7010            Networks Chicago;Run;IFS;-1;0;0;0;0;0;0;0;1;-1;EUR
262;Shared Layer;Shared Infr.;Network;KST 7010            Networks Chicago;Run;Result;-126;-3;0;0;0;0;0;0;50;-73;EUR
263;Shared Layer;Shared Infr.;Network;KST 7015            CTS Chicago;Run;Cash;-3;0;0;0;0;0;0;0;0;-3;EUR
264;Shared Layer;Shared Infr.;Network;KST 7015            CTS Chicago;Run;Eurex;-8;0;0;0;0;0;0;0;0;-8;EUR
265;Shared Layer;Shared Infr.;Network;KST 7015            CTS Chicago;Run;Result;-11;0;0;0;0;0;0;0;1;-11;EUR
266;Shared Layer;Shared Infr.;Network;KST 7021            Shared Network Inc;Run;Cash;0;0;0;0;0;0;146;1;38;185;EUR
267;Shared Layer;Shared Infr.;Network;KST 7021            Shared Network Inc;Run;Data;0;0;0;0;0;0;81;1;21;102;EUR
268;Shared Layer;Shared Infr.;Network;KST 7021            Shared Network Inc;Run;Eurex;0;0;0;0;0;0;445;4;115;564;EUR
269;Shared Layer;Shared Infr.;Network;KST 7021            Shared Network Inc;Run;Result;0;0;0;0;0;0;672;6;173;851;EUR
270;Shared Layer;Shared Infr.;Digital Workplace;KST 7025            Voice System DBS Inc;Run;Cash;0;0;0;0;0;0;1;3;0;3;EUR
271;Shared Layer;Shared Infr.;Digital Workplace;KST 7025            Voice System DBS Inc;Run;Clearstream;0;0;0;0;0;0;2;9;0;11;EUR
272;Shared Layer;Shared Infr.;Digital Workplace;KST 7025            Voice System DBS Inc;Run;Commodities;0;0;0;0;0;0;0;1;0;1;EUR
273;Shared Layer;Shared Infr.;Digital Workplace;KST 7025            Voice System DBS Inc;Run;Data;0;0;0;0;0;0;0;2;0;2;EUR
274;Shared Layer;Shared Infr.;Digital Workplace;KST 7025            Voice System DBS Inc;Run;Eurex;0;0;0;0;0;0;2;9;0;11;EUR
275;Shared Layer;Shared Infr.;Digital Workplace;KST 7025            Voice System DBS Inc;Run;Foreign Exchange;0;0;0;0;0;0;0;0;0;0;EUR
276;Shared Layer;Shared Infr.;Digital Workplace;KST 7025            Voice System DBS Inc;Run;GSF;0;0;0;0;0;0;0;1;0;2;EUR
277;Shared Layer;Shared Infr.;Digital Workplace;KST 7025            Voice System DBS Inc;Run;IFS;0;0;0;0;0;0;1;6;0;7;EUR
278;Shared Layer;Shared Infr.;Digital Workplace;KST 7025            Voice System DBS Inc;Run;Index;0;0;0;0;0;0;0;1;0;2;EUR
279;Shared Layer;Shared Infr.;Digital Workplace;KST 7025            Voice System DBS Inc;Run;Result;0;0;0;0;0;0;7;31;-1;37;EUR
280;Shared Layer;Shared Infr.;Network;KST 7040            Connectivity Eurex I;Run;Cash;0;0;0;0;0;0;-1;-1;1;-1;EUR
281;Shared Layer;Shared Infr.;Network;KST 7040            Connectivity Eurex I;Run;Eurex;0;0;0;0;0;0;-3;-3;2;-3;EUR
282;Shared Layer;Shared Infr.;Network;KST 7040            Connectivity Eurex I;Run;Result;0;0;0;0;0;0;-3;-4;3;-4;EUR
283;Direct;Derivatives;0;KST 7047            XEOPS  Prod USFE;Run;Eurex;0;0;0;4;0;0;0;0;0;4;EUR
284;Direct;Derivatives;0;KST 7047            XEOPS  Prod USFE;Run;Result;0;0;0;4;0;0;0;0;0;4;EUR
285;Shared Layer;Overhead;CIO/Exec. Office;KST 7050            Office Infra. Facil.;Run;Eurex;41;0;0;0;0;0;0;0;25;67;EUR
286;Shared Layer;Overhead;CIO/Exec. Office;KST 7050            Office Infra. Facil.;Run;Result;41;0;0;0;0;0;0;0;25;67;EUR
287;Direct;Derivatives;0;KST 7057            D&C Trading Inf&Ops;Run;Cash;-52;-2;0;0;0;0;0;0;38;-12;EUR
288;Direct;Derivatives;0;KST 7057            D&C Trading Inf&Ops;Run;Eurex;-121;-4;0;1;0;0;0;0;89;-28;EUR
289;Direct;Derivatives;0;KST 7057            D&C Trading Inf&Ops;Run;Result;-173;-5;0;1;0;0;0;0;127;-39;EUR
290;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 7058            Corporate Systems Op;Run;Cash;-52;0;0;0;0;0;0;0;9;-42;EUR
291;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 7058            Corporate Systems Op;Run;Clearstream;-43;0;0;0;0;0;0;0;8;-35;EUR
292;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 7058            Corporate Systems Op;Run;Commodities;-2;0;0;0;0;0;0;0;0;-2;EUR
293;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 7058            Corporate Systems Op;Run;Data;-30;0;0;0;0;0;0;0;5;-24;EUR
294;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 7058            Corporate Systems Op;Run;Eurex;-158;-1;0;1;0;0;0;0;28;-128;EUR
295;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 7058            Corporate Systems Op;Run;GSF;-4;0;0;0;0;0;0;0;1;-3;EUR
296;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 7058            Corporate Systems Op;Run;IFS;-4;0;0;0;0;0;0;0;1;-3;EUR
297;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 7058            Corporate Systems Op;Run;Index;-13;0;0;0;0;0;0;0;2;-10;EUR
298;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 7058            Corporate Systems Op;Run;Result;-305;-3;0;2;0;0;0;0;54;-247;EUR
299;Direct;Clearing;0;KST 7069            IT Ops Clearing;Run;Cash;7;0;0;0;0;0;0;0;2;10;EUR
300;Direct;Clearing;0;KST 7069            IT Ops Clearing;Run;Eurex;10;0;0;0;0;0;0;0;3;14;EUR
301;Direct;Clearing;0;KST 7069            IT Ops Clearing;Run;Foreign Exchange;1;0;0;0;0;0;0;0;0;1;EUR
302;Direct;Clearing;0;KST 7069            IT Ops Clearing;Run;Result;18;0;0;1;0;0;0;0;6;25;EUR
303;Shared Layer;Overhead;CIO/Exec. Office;KST 7102            Executive Office;Run;Eurex;0;0;0;0;0;0;0;0;0;0;EUR
304;Shared Layer;Overhead;CIO/Exec. Office;KST 7102            Executive Office;Run;Result;0;0;0;0;0;0;0;0;0;0;EUR
305;Shared Layer;Overhead;CIO/Exec. Office;KST 7149            Bereichsleit.+Infras;Run;Cash;77;0;0;0;0;0;0;0;0;78;EUR
306;Shared Layer;Overhead;CIO/Exec. Office;KST 7149            Bereichsleit.+Infras;Run;Commodities;5;0;0;0;0;0;0;0;0;5;EUR
307;Shared Layer;Overhead;CIO/Exec. Office;KST 7149            Bereichsleit.+Infras;Run;Data;31;0;0;0;0;0;0;0;0;32;EUR
308;Shared Layer;Overhead;CIO/Exec. Office;KST 7149            Bereichsleit.+Infras;Run;Eurex;104;0;0;0;0;0;0;0;1;105;EUR
309;Shared Layer;Overhead;CIO/Exec. Office;KST 7149            Bereichsleit.+Infras;Run;Result;218;0;0;1;0;0;0;0;1;220;EUR
310;Shared Layer;Overhead;CIO/Exec. Office;KST 7150            Eurex Infrastructure;Run;Cash;93;0;0;0;0;0;0;0;0;93;EUR
311;Shared Layer;Overhead;CIO/Exec. Office;KST 7150            Eurex Infrastructure;Run;Commodities;6;0;0;0;0;0;0;0;0;6;EUR
312;Shared Layer;Overhead;CIO/Exec. Office;KST 7150            Eurex Infrastructure;Run;Data;38;0;0;0;0;0;0;0;0;38;EUR
313;Shared Layer;Overhead;CIO/Exec. Office;KST 7150            Eurex Infrastructure;Run;Eurex;128;0;0;0;0;0;0;0;0;128;EUR
314;Shared Layer;Overhead;CIO/Exec. Office;KST 7150            Eurex Infrastructure;Run;Result;266;0;0;0;0;0;0;0;0;266;EUR
315;Direct;Risk;0;KST 7267            Risk IT EC;Run;Eurex;61;0;0;0;0;0;0;0;1;62;EUR
316;Direct;Risk;0;KST 7267            Risk IT EC;Run;Result;61;0;0;0;0;0;0;0;1;62;EUR
317;Direct;Clearing;0;KST 7268            Clear. & Risk IT EC;Run;Eurex;1,135;0;0;0;1,267;0;0;0;39;2,441;EUR
318;Direct;Clearing;0;KST 7268            Clear. & Risk IT EC;Run;Result;1,135;0;0;0;1,267;0;0;0;39;2,441;EUR
319;Shared Layer;Overhead;CIO/Exec. Office;KST 17149           MS Infrastruc DBAG;Run;Cash;175;0;0;0;0;0;0;0;0;175;EUR
320;Shared Layer;Overhead;CIO/Exec. Office;KST 17149           MS Infrastruc DBAG;Run;Commodities;11;0;0;0;0;0;0;0;0;11;EUR
321;Shared Layer;Overhead;CIO/Exec. Office;KST 17149           MS Infrastruc DBAG;Run;Data;67;0;0;0;0;0;0;0;0;67;EUR
322;Shared Layer;Overhead;CIO/Exec. Office;KST 17149           MS Infrastruc DBAG;Run;Eurex;214;0;0;0;0;0;0;0;0;214;EUR
323;Shared Layer;Overhead;CIO/Exec. Office;KST 17149           MS Infrastruc DBAG;Run;Result;468;0;0;0;0;0;0;0;0;468;EUR
324;Shared Layer;Security;CISO;KST 72681           Clear. & Risk IT EC;Run;Eurex;187;0;0;0;0;0;0;0;0;187;EUR
325;Shared Layer;Security;CISO;KST 72681           Clear. & Risk IT EC;Run;Result;187;0;0;0;0;0;0;0;0;187;EUR
326;Direct;Asset Servicing;0;KST 501121          ICSD Connect. Applic;Run;Clearstream;67;0;0;0;0;0;0;0;0;67;EUR
327;Direct;Asset Servicing;0;KST 501121          ICSD Connect. Applic;Run;Result;67;0;0;0;0;0;0;0;0;67;EUR
328;Shared Layer;Security;CISO;KST 501600          Group Info Security;Run;Cash;-2;0;0;0;0;0;0;0;0;-2;EUR
329;Shared Layer;Security;CISO;KST 501600          Group Info Security;Run;Clearstream;-6;0;0;0;0;0;0;0;0;-6;EUR
330;Shared Layer;Security;CISO;KST 501600          Group Info Security;Run;Commodities;0;0;0;0;0;0;0;0;0;0;EUR
331;Shared Layer;Security;CISO;KST 501600          Group Info Security;Run;Data;-1;0;0;0;0;0;0;0;0;-1;EUR
332;Shared Layer;Security;CISO;KST 501600          Group Info Security;Run;Eurex;-6;0;0;0;0;0;0;0;0;-6;EUR
333;Shared Layer;Security;CISO;KST 501600          Group Info Security;Run;Foreign Exchange;0;0;0;0;0;0;0;0;0;0;EUR
334;Shared Layer;Security;CISO;KST 501600          Group Info Security;Run;GSF;-1;0;0;0;0;0;0;0;0;-1;EUR
335;Shared Layer;Security;CISO;KST 501600          Group Info Security;Run;IFS;-4;0;0;0;0;0;0;0;0;-4;EUR
336;Shared Layer;Security;CISO;KST 501600          Group Info Security;Run;Index;-1;0;0;0;0;0;0;0;0;0;EUR
337;Shared Layer;Security;CISO;KST 501600          Group Info Security;Run;Result;-21;0;0;0;0;0;0;0;0;-21;EUR
338;Direct;Asset Servicing;0;KST 512111          CORE Custody IT Lux;Run;Clearstream;-1;0;0;0;0;0;0;0;2;1;EUR
339;Direct;Asset Servicing;0;KST 512111          CORE Custody IT Lux;Run;Result;-1;0;0;0;0;0;0;0;2;1;EUR
340;Direct;Settlement;0;KST 512112          CORE Settlement IT;Run;Clearstream;320;-15;0;0;0;0;0;0;17;352;EUR
341;Direct;Settlement;0;KST 512112          CORE Settlement IT;Run;Result;320;-15;0;0;0;0;0;0;17;352;EUR
342;Direct;GSF;0;KST 512113          CORE Functionality I;#N/A;Clearstream;4;0;0;0;0;0;0;0;0;4;EUR
343;Direct;GSF;0;KST 512113          CORE Functionality I;#N/A;Result;4;0;0;0;0;0;0;0;0;4;EUR
344;Direct;IFS;0;KST 512114          IFS IT (S) Lux;Run;IFS;169;-354;0;0;0;0;7;60;58;649;EUR
345;Direct;IFS;0;KST 512114          IFS IT (S) Lux;Run;Result;169;-354;0;0;0;0;7;60;58;649;EUR
346;Direct;GSF;0;KST 512115          GFS IT (S) Lux;Run;GSF;742;-70;53;0;21;0;0;3;17;906;EUR
347;Direct;GSF;0;KST 512115          GFS IT (S) Lux;Run;Result;742;-70;53;0;21;0;0;3;17;906;EUR
348;Direct;Data;0;KST 512116          Data IT Luxemburg;Run;Data;4;0;0;0;0;0;0;0;0;4;EUR
349;Direct;Data;0;KST 512116          Data IT Luxemburg;Run;Index;34;0;0;0;0;0;0;0;4;38;EUR
350;Direct;Data;0;KST 512116          Data IT Luxemburg;Run;Result;38;0;0;0;0;0;0;0;4;42;EUR
351;Shared Layer;Shared Infr.;Digital Workplace;KST 512117          Office Automation;Run;Cash;44;0;0;0;2;1;0;0;8;57;EUR
352;Shared Layer;Shared Infr.;Digital Workplace;KST 512117          Office Automation;Run;Clearstream;157;-1;0;1;8;5;0;0;29;201;EUR
353;Shared Layer;Shared Infr.;Digital Workplace;KST 512117          Office Automation;Run;Commodities;10;0;0;0;1;0;0;0;2;13;EUR
354;Shared Layer;Shared Infr.;Digital Workplace;KST 512117          Office Automation;Run;Data;30;0;0;0;1;1;0;0;6;39;EUR
355;Shared Layer;Shared Infr.;Digital Workplace;KST 512117          Office Automation;Run;Eurex;157;-1;0;1;8;5;0;0;29;200;EUR
356;Shared Layer;Shared Infr.;Digital Workplace;KST 512117          Office Automation;Run;Foreign Exchange;1;0;0;0;0;0;0;0;0;1;EUR
357;Shared Layer;Shared Infr.;Digital Workplace;KST 512117          Office Automation;Run;GSF;24;0;0;0;1;1;0;0;4;30;EUR
358;Shared Layer;Shared Infr.;Digital Workplace;KST 512117          Office Automation;Run;IFS;104;0;0;1;5;3;0;0;19;133;EUR
359;Shared Layer;Shared Infr.;Digital Workplace;KST 512117          Office Automation;Run;Index;23;0;0;0;1;1;0;0;4;29;EUR
360;Shared Layer;Shared Infr.;Digital Workplace;KST 512117          Office Automation;Run;Result;549;-2;1;5;27;16;0;0;102;702;EUR
361;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 512118          Corporate Systems Op;Run;Cash;9;0;0;0;0;0;0;0;0;10;EUR
362;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 512118          Corporate Systems Op;Run;Clearstream;8;0;0;0;0;0;0;0;0;8;EUR
363;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 512118          Corporate Systems Op;Run;Commodities;0;0;0;0;0;0;0;0;0;0;EUR
364;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 512118          Corporate Systems Op;Run;Data;5;0;0;0;0;0;0;0;0;6;EUR
365;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 512118          Corporate Systems Op;Run;Eurex;28;0;0;1;0;1;0;0;1;30;EUR
366;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 512118          Corporate Systems Op;Run;GSF;1;0;0;0;0;0;0;0;0;1;EUR
367;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 512118          Corporate Systems Op;Run;IFS;1;0;0;0;0;0;0;0;0;1;EUR
368;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 512118          Corporate Systems Op;Run;Index;2;0;0;0;0;0;0;0;0;2;EUR
369;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 512118          Corporate Systems Op;Run;Result;54;0;0;1;0;2;0;0;1;57;EUR
370;Direct;Managed Services;0;KST 512119          COO Data + Services;Run;Clearstream;717;-356;0;0;0;0;0;247;13;1,333;EUR
371;Direct;Managed Services;0;KST 512119          COO Data + Services;Run;Result;717;-356;0;0;0;0;0;247;13;1,333;EUR
372;Direct;Asset Servicing;0;KST 512121          CrossBus Systems IT;Run;Clearstream;457;-532;0;0;0;0;0;16;65;1,071;EUR
373;Direct;Asset Servicing;0;KST 512121          CrossBus Systems IT;Run;Result;457;-532;0;0;0;0;0;16;65;1,071;EUR
374;Shared Layer;Overhead;CIO/Exec. Office;KST 512131          Test Centre;Run;Clearstream;-1;0;0;0;0;0;0;0;0;-1;EUR
375;Shared Layer;Overhead;CIO/Exec. Office;KST 512131          Test Centre;Run;Result;-1;0;0;0;0;0;0;0;0;-1;EUR
376;Shared Layer;Overhead;CIO/Exec. Office;KST 512312          Exec Office CS-Lux;Run;Clearstream;52;0;0;0;0;0;0;0;0;53;EUR
377;Shared Layer;Overhead;CIO/Exec. Office;KST 512312          Exec Office CS-Lux;Run;IFS;8;0;0;0;0;0;0;0;0;8;EUR
